100	0.328125
200	0.296875
300	0.328125
400	0.5
500	0.515625
600	0.40625
700	0.578125
800	0.328125
900	0.46875
1000	0.421875
1100	0.453125
1200	0.484375
1300	0.5625
1400	0.421875
1500	0.484375
1600	0.453125
1700	0.609375
1800	0.5625
1900	0.515625
2000	0.5
2100	0.484375
2200	0.546875
2300	0.625
2400	0.578125
2500	0.59375
2600	0.5
2700	0.546875
2800	0.59375
2900	0.515625
3000	0.59375
3100	0.515625
3200	0.53125
3300	0.546875
3400	0.65625
3500	0.53125
3600	0.546875
3700	0.546875
3800	0.53125
3900	0.640625
4000	0.5
4100	0.59375
4200	0.578125
4300	0.609375
4400	0.546875
4500	0.640625
4600	0.625
4700	0.515625
4800	0.5625
4900	0.640625
5000	0.546875
5100	0.625
5200	0.5625
5300	0.625
5400	0.625
5500	0.625
5600	0.65625
5700	0.65625
5800	0.640625
5900	0.71875
6000	0.640625
6100	0.65625
6200	0.59375
6300	0.65625
6400	0.515625
6500	0.59375
6600	0.734375
6700	0.65625
6800	0.546875
6900	0.671875
7000	0.6875
7100	0.609375
7200	0.65625
7300	0.578125
7400	0.703125
7500	0.59375
7600	0.59375
7700	0.671875
7800	0.8125
7900	0.640625
8000	0.6875
8100	0.546875
8200	0.640625
8300	0.625
8400	0.703125
8500	0.625
8600	0.640625
8700	0.71875
8800	0.65625
8900	0.640625
9000	0.71875
9100	0.5625
9200	0.78125
9300	0.625
9400	0.5625
9500	0.734375
9600	0.671875
9700	0.6875
9800	0.59375
9900	0.609375
10000	0.65625
10100	0.71875
10200	0.65625
10300	0.6875
10400	0.71875
10500	0.671875
10600	0.65625
10700	0.734375
10800	0.734375
10900	0.71875
11000	0.703125
11100	0.65625
11200	0.671875
11300	0.6875
11400	0.59375
11500	0.75
11600	0.6875
11700	0.671875
11800	0.75
11900	0.6875
12000	0.640625
12100	0.765625
12200	0.65625
12300	0.765625
12400	0.703125
12500	0.703125
12600	0.671875
12700	0.65625
12800	0.796875
12900	0.75
13000	0.6875
13100	0.71875
13200	0.6875
13300	0.671875
13400	0.671875
13500	0.65625
13600	0.640625
13700	0.734375
13800	0.734375
13900	0.71875
14000	0.640625
14100	0.75
14200	0.609375
14300	0.671875
14400	0.71875
14500	0.734375
14600	0.640625
14700	0.796875
14800	0.65625
14900	0.6875
15000	0.671875
15100	0.734375
15200	0.640625
15300	0.71875
15400	0.796875
15500	0.65625
15600	0.75
15700	0.734375
15800	0.703125
15900	0.65625
16000	0.75
16100	0.75
16200	0.75
16300	0.734375
16400	0.75
16500	0.71875
16600	0.796875
16700	0.765625
16800	0.640625
16900	0.640625
17000	0.71875
17100	0.703125
17200	0.765625
17300	0.71875
17400	0.828125
17500	0.796875
17600	0.703125
17700	0.65625
17800	0.65625
17900	0.703125
18000	0.703125
18100	0.75
18200	0.734375
18300	0.75
18400	0.65625
18500	0.6875
18600	0.796875
18700	0.796875
18800	0.734375
18900	0.671875
19000	0.734375
19100	0.65625
19200	0.75
19300	0.8125
19400	0.8125
19500	0.71875
19600	0.78125
19700	0.65625
19800	0.75
19900	0.796875
20000	0.6875
20100	0.84375
20200	0.734375
20300	0.671875
20400	0.765625
20500	0.75
20600	0.796875
20700	0.828125
20800	0.71875
20900	0.796875
21000	0.734375
21100	0.703125
21200	0.796875
21300	0.765625
21400	0.71875
21500	0.78125
21600	0.8125
21700	0.75
21800	0.734375
21900	0.796875
22000	0.78125
22100	0.8125
22200	0.78125
22300	0.84375
22400	0.71875
22500	0.796875
22600	0.703125
22700	0.671875
22800	0.640625
22900	0.703125
23000	0.71875
23100	0.671875
23200	0.734375
23300	0.78125
23400	0.765625
23500	0.75
23600	0.640625
23700	0.671875
23800	0.796875
23900	0.796875
24000	0.765625
24100	0.71875
24200	0.71875
24300	0.859375
24400	0.75
24500	0.78125
24600	0.8125
24700	0.84375
24800	0.78125
24900	0.828125
25000	0.75
25100	0.671875
25200	0.71875
25300	0.703125
25400	0.78125
25500	0.734375
25600	0.75
25700	0.78125
25800	0.78125
25900	0.671875
26000	0.703125
26100	0.734375
26200	0.796875
26300	0.84375
26400	0.703125
26500	0.71875
26600	0.765625
26700	0.828125
26800	0.8125
26900	0.796875
27000	0.8125
27100	0.71875
27200	0.828125
27300	0.859375
27400	0.765625
27500	0.796875
27600	0.859375
27700	0.765625
27800	0.796875
27900	0.703125
28000	0.734375
28100	0.65625
28200	0.765625
28300	0.765625
28400	0.703125
28500	0.78125
28600	0.734375
28700	0.734375
28800	0.71875
28900	0.734375
29000	0.71875
29100	0.734375
29200	0.8125
29300	0.8125
29400	0.828125
29500	0.765625
29600	0.671875
29700	0.859375
29800	0.765625
29900	0.671875
30000	0.734375
30100	0.75
30200	0.765625
30300	0.796875
30400	0.75
30500	0.734375
30600	0.765625
30700	0.71875
30800	0.875
30900	0.78125
31000	0.796875
31100	0.71875
31200	0.859375
